Date,Time,Outdoor Temperature,Outdoor RH,Outdoor dewpoint Temperature,Outdoor Absolute humidity
22-02-2023,11:15:00,28.6,62.7,20.8,17.6
22-02-2023,11:30:00,29.1,59.7,20.5,17.2
22-02-2023,11:45:00,29.4,57.3,20.1,16.8
22-02-2023,12:00:00,29.8,56.9,20.3,17
22-02-2023,12:15:00,30.2,51.6,19.1,15.8
22-02-2023,12:30:00,30.6,47.5,18.2,14.9
22-02-2023,12:45:00,30.8,50,19.1,15.8
22-02-2023,13:00:00,31,47.1,18.4,15.1
22-02-2023,13:15:00,31.4,46.6,18.5,15.2
22-02-2023,13:30:00,31.4,45.8,18.3,15
22-02-2023,13:45:00,31.6,43.2,17.6,14.3
22-02-2023,14:00:00,31.8,43.2,17.7,14.4
22-02-2023,14:15:00,31.7,49.6,19.9,16.5
22-02-2023,14:30:00,31.7,51.6,20.5,17.1
22-02-2023,14:45:00,31.6,51.8,20.5,17.1
22-02-2023,15:00:00,31.4,53,20.7,17.4
22-02-2023,15:15:00,31.3,53.8,20.8,17.5
22-02-2023,15:30:00,31.1,56,21.3,18
22-02-2023,15:45:00,30.8,56.4,21.2,17.9
22-02-2023,16:00:00,30.7,55.8,20.9,17.6
22-02-2023,16:15:00,30.5,56,20.7,17.5
22-02-2023,16:30:00,30.4,56.9,20.9,17.6
22-02-2023,16:45:00,30.2,59.1,21.3,18.1
22-02-2023,17:00:00,30,60.1,21.4,18.2
22-02-2023,17:15:00,29.7,61.7,21.5,18.4
22-02-2023,17:30:00,29.4,63.3,21.7,18.6
22-02-2023,17:45:00,29.1,65.3,21.9,18.9
22-02-2023,18:00:00,29,69,22.7,19.8
22-02-2023,18:15:00,28.7,71.9,23.1,20.3
22-02-2023,18:30:00,28.5,73.6,23.3,20.6
22-02-2023,18:45:00,28.3,74.6,23.3,20.6
22-02-2023,19:00:00,28.1,75.1,23.3,20.5
22-02-2023,19:15:00,27.9,75.8,23.2,20.5
22-02-2023,19:30:00,27.7,76.3,23.1,20.4
22-02-2023,19:45:00,27.4,75.7,22.8,20
22-02-2023,20:00:00,27.3,75.1,22.5,19.7
22-02-2023,20:15:00,27.1,75.7,22.5,19.6
22-02-2023,20:30:00,27,76.6,22.5,19.7
22-02-2023,20:45:00,26.9,77,22.5,19.7
22-02-2023,21:00:00,26.7,77.3,22.4,19.6
22-02-2023,21:15:00,26.6,77.6,22.4,19.6
22-02-2023,21:30:00,26.5,77.4,22.2,19.4
22-02-2023,21:45:00,26.4,77.6,22.2,19.3
22-02-2023,22:00:00,26.3,77.6,22.1,19.3
22-02-2023,22:15:00,26.2,77.9,22,19.2
22-02-2023,22:30:00,26.1,78.3,22,19.2
22-02-2023,22:45:00,26,78.8,22.1,19.2
22-02-2023,23:00:00,26,79.3,22.1,19.3
22-02-2023,23:15:00,25.8,79.9,22.1,19.3
22-02-2023,23:30:00,25.7,80.4,22.1,19.3
22-02-2023,23:45:00,25.6,80.5,22,19.1
23-02-2023,00:00:00,25.5,80.8,21.9,19.1
23-02-2023,00:15:00,25.2,81.3,21.8,19
23-02-2023,00:30:00,25.2,81.3,21.8,18.9
23-02-2023,00:45:00,25.2,81.2,21.7,18.9
23-02-2023,01:00:00,25.2,80.8,21.6,18.8
23-02-2023,01:15:00,25.1,80.9,21.6,18.7
23-02-2023,01:30:00,24.9,80.8,21.4,18.5
23-02-2023,01:45:00,24.7,80.9,21.2,18.4
23-02-2023,02:00:00,24.6,80.8,21.1,18.2
23-02-2023,02:15:00,24.4,81.1,21,18.1
23-02-2023,02:30:00,24.3,81.5,20.9,18.1
23-02-2023,02:45:00,24.2,81.6,20.9,18
23-02-2023,03:00:00,24.2,81.6,20.8,17.9
23-02-2023,03:15:00,24,81.3,20.6,17.7
23-02-2023,03:30:00,23.8,81.7,20.5,17.6
23-02-2023,03:45:00,23.8,81.3,20.4,17.5
23-02-2023,04:00:00,23.7,80.8,20.2,17.2
23-02-2023,04:15:00,23.6,81.3,20.2,17.3
23-02-2023,04:30:00,23.5,81.9,20.3,17.4
23-02-2023,04:45:00,23.3,83.2,20.3,17.4
23-02-2023,05:00:00,23.3,83.2,20.2,17.4
23-02-2023,05:15:00,23.2,82.6,20,17.1
23-02-2023,05:30:00,23.1,82.3,19.9,17
23-02-2023,05:45:00,23,82.3,19.8,16.9
23-02-2023,06:00:00,22.8,82.9,19.7,16.9
23-02-2023,06:15:00,22.7,82.5,19.6,16.7
23-02-2023,06:30:00,22.7,82.4,19.5,16.6
23-02-2023,06:45:00,22.6,82.4,19.5,16.6
23-02-2023,07:00:00,22.6,82.4,19.5,16.6
23-02-2023,07:15:00,22.8,82.5,19.7,16.8
23-02-2023,07:30:00,23,80,19.3,16.4
23-02-2023,07:45:00,23.2,80.2,19.6,16.6
23-02-2023,08:00:00,23.5,76,19,16.1
23-02-2023,08:15:00,23.9,72.5,18.7,15.7
23-02-2023,08:30:00,24.1,68.8,18,15.1
23-02-2023,08:45:00,24.7,61.3,16.7,13.8
23-02-2023,09:00:00,25.1,62.4,17.4,14.5
23-02-2023,09:15:00,25.6,59.5,17.1,14.2
23-02-2023,09:30:00,26.2,59.4,17.6,14.6
23-02-2023,09:45:00,27.1,52.4,16.5,13.6
23-02-2023,09:51:02,26.7,53.9,16.6,13.7
23-02-2023,10:00:00,27.2,52.2,16.5,13.6
23-02-2023,10:15:00,27.8,48.7,16,13.1
23-02-2023,10:30:00,28.2,44.1,14.8,12.1
23-02-2023,10:45:00,28.6,40.4,13.9,11.4
23-02-2023,11:00:00,29,39.9,14,11.4
23-02-2023,11:15:00,29.4,37.9,13.5,11.1
23-02-2023,11:30:00,29.7,35,12.6,10.4
23-02-2023,11:45:00,29.8,35.1,12.7,10.5
23-02-2023,12:00:00,30,34.7,12.7,10.5
23-02-2023,12:15:00,30.2,32.3,11.8,9.9
23-02-2023,12:30:00,30.5,34,12.9,10.6
23-02-2023,12:45:00,30.5,35.7,13.6,11.1
23-02-2023,13:00:00,30.6,33.9,12.9,10.6
23-02-2023,13:15:00,30.7,33.7,12.9,10.6
23-02-2023,13:30:00,30.9,32.2,12.4,10.3
23-02-2023,13:45:00,31,32.5,12.6,10.4
23-02-2023,14:00:00,31.1,33.8,13.3,10.9
23-02-2023,14:15:00,31.1,33.6,13.2,10.8
23-02-2023,14:30:00,31.2,31.8,12.4,10.3
23-02-2023,14:45:00,31.1,32.9,12.9,10.6
23-02-2023,15:00:00,31.2,34.2,13.5,11
23-02-2023,15:15:00,31.1,33.8,13.4,10.9
23-02-2023,15:30:00,31.1,33.6,13.2,10.8
23-02-2023,15:45:00,31,31.3,12,10
23-02-2023,16:00:00,31,31.4,12.1,10
23-02-2023,16:15:00,30.8,33,12.7,10.5
23-02-2023,16:30:00,30.7,34.4,13.2,10.8
23-02-2023,16:45:00,30.4,36.4,13.8,11.3
23-02-2023,17:00:00,30.2,38.1,14.4,11.7
23-02-2023,17:15:00,29.9,40.3,14.9,12.1
23-02-2023,17:30:00,29.6,41.7,15.2,12.4
23-02-2023,17:45:00,29.3,42.6,15.3,12.4
23-02-2023,18:00:00,29,45.2,16,13
23-02-2023,18:15:00,28.8,45.9,16,13
23-02-2023,18:30:00,28.7,48,16.6,13.6
23-02-2023,18:45:00,28.5,50.1,17.2,14.1
23-02-2023,19:00:00,28.3,53.5,18,14.8
23-02-2023,19:15:00,28.1,55.9,18.4,15.3
23-02-2023,19:30:00,27.9,57.1,18.6,15.5
23-02-2023,19:45:00,27.7,57.2,18.4,15.3
23-02-2023,20:00:00,27.5,58.2,18.6,15.4
23-02-2023,20:15:00,27.3,60.3,18.9,15.8
23-02-2023,20:30:00,27,62.7,19.3,16.2
23-02-2023,20:45:00,26.9,65.1,19.7,16.6
23-02-2023,21:00:00,26.6,68.6,20.3,17.3
23-02-2023,21:15:00,26.5,71.9,21,18
23-02-2023,21:30:00,26.3,74.1,21.3,18.3
23-02-2023,21:45:00,26.2,75.6,21.5,18.6
23-02-2023,22:00:00,25.9,77.4,21.6,18.8
23-02-2023,22:15:00,25.8,78.2,21.7,18.8
23-02-2023,22:30:00,25.8,79.1,21.9,19
23-02-2023,22:45:00,25.8,79.6,22,19.1
23-02-2023,23:00:00,25.7,81.5,22.3,19.5
23-02-2023,23:15:00,25.8,82.5,22.6,19.9
23-02-2023,23:30:00,25.8,84,22.9,20.2
23-02-2023,23:45:00,25.8,84.1,22.9,20.3
24-02-2023,00:00:00,25.8,84.3,22.9,20.3
24-02-2023,00:15:00,25.8,84.6,23,20.4
24-02-2023,00:30:00,25.7,84.4,22.9,20.3
24-02-2023,00:45:00,25.8,84.2,22.9,20.3
24-02-2023,01:00:00,25.8,84.6,23,20.4
24-02-2023,01:15:00,25.8,83.8,22.9,20.2
24-02-2023,01:30:00,25.7,84.3,22.9,20.2
24-02-2023,01:45:00,25.7,83.9,22.8,20.1
24-02-2023,02:00:00,25.8,83.2,22.7,20
24-02-2023,02:15:00,25.8,82.7,22.6,19.9
24-02-2023,02:30:00,25.8,82.5,22.6,19.9
24-02-2023,02:45:00,25.8,82.4,22.5,19.8
24-02-2023,03:00:00,25.8,81.8,22.5,19.7
24-02-2023,03:15:00,25.9,81.7,22.5,19.8
24-02-2023,03:30:00,25.9,81.4,22.5,19.7
24-02-2023,03:45:00,25.8,81.3,22.4,19.6
24-02-2023,04:00:00,25.8,81.2,22.4,19.6
24-02-2023,04:15:00,25.8,80.9,22.3,19.5
24-02-2023,04:30:00,25.8,80,22.1,19.3
24-02-2023,04:45:00,25.8,80.1,22.1,19.3
24-02-2023,05:00:00,25.8,79.9,22.1,19.3
24-02-2023,05:15:00,25.8,80.2,22.2,19.4
24-02-2023,05:30:00,25.8,80.9,22.2,19.5
24-02-2023,05:45:00,25.6,81.9,22.3,19.5
24-02-2023,06:00:00,25.5,82,22.2,19.4
24-02-2023,06:15:00,25.4,82.1,22.1,19.3
24-02-2023,06:30:00,25.3,82.1,22,19.2
24-02-2023,06:45:00,25.3,82.4,22.1,19.3
24-02-2023,07:00:00,25.4,82.4,22.1,19.4
24-02-2023,07:15:00,25.3,82.5,22.1,19.3
24-02-2023,07:30:00,25.5,82,22.2,19.4
24-02-2023,07:45:00,25.6,81.9,22.3,19.5
24-02-2023,08:00:00,25.7,81.3,22.3,19.5
24-02-2023,08:15:00,26,79.4,22.1,19.3
24-02-2023,08:30:00,26.1,78.6,22.1,19.2
24-02-2023,08:45:00,26.2,77.8,22.1,19.2
24-02-2023,09:00:00,26.3,79,22.4,19.6
24-02-2023,09:15:00,26.4,78.1,22.3,19.5
24-02-2023,09:30:00,26.5,77.3,22.2,19.3
24-02-2023,09:45:00,26.7,76,22.1,19.2
24-02-2023,10:00:00,27,74,22,19
24-02-2023,10:15:00,27.2,72.9,21.9,19
24-02-2023,10:30:00,27.4,71.7,21.9,18.9
24-02-2023,10:45:00,27.7,70.2,21.7,18.7
24-02-2023,11:00:00,27.9,69.9,21.9,18.9
24-02-2023,11:15:00,28.2,68.3,21.7,18.7
24-02-2023,11:30:00,28.4,67.1,21.7,18.7
24-02-2023,11:45:00,28.7,65.6,21.6,18.6
24-02-2023,12:00:00,29.2,64,21.7,18.6
24-02-2023,12:15:00,29.2,62.5,21.3,18.2
24-02-2023,12:30:00,29.6,60.6,21.1,17.9
24-02-2023,12:45:00,29.9,59.4,21.1,17.9
24-02-2023,13:00:00,30,58.3,20.9,17.7
24-02-2023,13:15:00,30.1,58,20.9,17.6
24-02-2023,13:30:00,30,59,21.1,17.9
24-02-2023,13:45:00,30.3,57.1,20.8,17.6
24-02-2023,14:00:00,30.4,57.3,21,17.7
24-02-2023,14:15:00,30.5,57.9,21.3,18.1
24-02-2023,14:30:00,30.3,58.5,21.3,18.1
24-02-2023,14:45:00,30.3,58.4,21.2,18
24-02-2023,15:00:00,30.3,58.7,21.3,18.1
24-02-2023,15:15:00,30.4,57.7,21.1,17.9
24-02-2023,15:30:00,30.3,57.1,20.9,17.6
24-02-2023,15:45:00,30.3,58.2,21.2,17.9
24-02-2023,16:00:00,30.2,58.1,21,17.8
24-02-2023,16:15:00,30.1,58.7,21.1,17.9
24-02-2023,16:30:00,29.9,58.9,21,17.8
24-02-2023,16:45:00,29.7,59.6,21,17.8
24-02-2023,17:00:00,29.5,59.9,20.9,17.7
24-02-2023,17:15:00,29.4,60.9,21,17.8
24-02-2023,17:30:00,29.1,62.3,21.2,18
24-02-2023,17:45:00,28.9,63.9,21.4,18.3
24-02-2023,18:00:00,28.7,65.1,21.5,18.4
24-02-2023,18:15:00,28.4,66.1,21.4,18.4
24-02-2023,18:30:00,28.2,66.2,21.3,18.2
24-02-2023,18:45:00,28,65.5,20.9,17.8
24-02-2023,19:00:00,27.9,63.1,20.2,17.1
24-02-2023,19:15:00,27.8,64.1,20.4,17.3
24-02-2023,19:30:00,27.6,68.4,21.3,18.2
24-02-2023,19:45:00,27.5,73.5,22.3,19.4
24-02-2023,20:00:00,27.3,76.4,22.8,20
24-02-2023,20:15:00,27.1,77.6,22.9,20.1
24-02-2023,20:30:00,27,78.3,22.9,20.1
24-02-2023,20:45:00,26.9,78.5,22.8,20
24-02-2023,21:00:00,26.7,78.7,22.7,20
24-02-2023,21:15:00,26.6,79.1,22.6,19.9
24-02-2023,21:30:00,26.4,79.9,22.7,19.9
24-02-2023,21:45:00,26.3,80.3,22.7,19.9
24-02-2023,22:00:00,26.2,80.9,22.7,20
24-02-2023,22:15:00,26.2,81.3,22.7,20
24-02-2023,22:30:00,26.1,81.6,22.7,19.9
24-02-2023,22:45:00,26,81.8,22.6,19.9
24-02-2023,23:00:00,25.9,81.9,22.5,19.8
24-02-2023,23:15:00,25.7,82.3,22.4,19.7
24-02-2023,23:30:00,25.8,82.5,22.5,19.8
24-02-2023,23:45:00,25.7,82.3,22.5,19.7
25-02-2023,00:00:00,25.7,82.1,22.4,19.7
25-02-2023,00:15:00,25.7,82,22.4,19.6
25-02-2023,00:30:00,25.6,82,22.3,19.6
25-02-2023,00:45:00,25.6,82.1,22.3,19.5
25-02-2023,01:00:00,25.5,82,22.2,19.4
25-02-2023,01:15:00,25.4,81.5,22,19.2
25-02-2023,01:30:00,25.4,80.8,21.8,19
25-02-2023,01:45:00,25.4,80.8,21.8,19
25-02-2023,02:00:00,25,81.5,21.6,18.8
25-02-2023,02:15:00,24.8,81.9,21.5,18.7
