Date,Time,Outdoor Temperature,Outdoor RH,Outdoor dewpoint Temperature,Outdoor Absolute humidity
13-04-2023,06:00:00,27.6,46.8,15.2,12.5
13-04-2023,06:15:00,27.7,47.1,15.4,12.6
13-04-2023,06:30:00,27.8,48.4,15.9,13
13-04-2023,06:45:00,28.1,46.6,15.6,12.7
13-04-2023,07:00:00,28.5,45.1,15.5,12.6
13-04-2023,07:15:00,29,45.3,16,13
13-04-2023,07:30:00,29.6,45.1,16.4,13.4
13-04-2023,07:45:00,30.2,44.2,16.6,13.5
13-04-2023,08:00:00,30.9,45.5,17.7,14.5
13-04-2023,08:15:00,31.4,42.8,17.2,14
13-04-2023,08:30:00,31.9,40.9,17,13.7
13-04-2023,08:45:00,32.5,37.4,16.1,13
13-04-2023,09:00:00,33.5,30.6,13.8,11.2
13-04-2023,09:15:00,33.8,29.9,13.8,11.1
13-04-2023,09:30:00,34.3,27.6,12.9,10.5
13-04-2023,09:45:00,34.6,27.5,13.1,10.6
13-04-2023,10:00:00,35,24.9,12,9.8
13-04-2023,10:15:00,35.3,25,12.2,10
13-04-2023,10:30:00,35.5,24.1,11.9,9.8
13-04-2023,10:45:00,35.8,25.6,13,10.5
13-04-2023,11:00:00,35.9,25.4,13.1,10.6
13-04-2023,11:15:00,36.3,26,13.7,11
13-04-2023,11:30:00,36.6,26.8,14.4,11.5
13-04-2023,11:45:00,36.8,22.8,12.2,9.9
13-04-2023,12:00:00,37,22.6,12.1,9.9
13-04-2023,12:15:00,37.3,22,12,9.8
13-04-2023,12:30:00,37.4,22.8,12.6,10.2
13-04-2023,12:45:00,37.7,23.2,13.1,10.5
13-04-2023,13:00:00,37.6,23.1,13.1,10.5
13-04-2023,13:15:00,38,23.1,13.3,10.6
13-04-2023,13:30:00,38,25,14.6,11.6
13-04-2023,13:45:00,38.1,22.6,13.1,10.5
13-04-2023,14:00:00,38.1,20.8,11.9,9.7
13-04-2023,14:15:00,38.4,21.3,12.4,10
13-04-2023,14:30:00,38.7,20.7,12.3,9.9
13-04-2023,14:45:00,39,21.1,12.8,10.2
13-04-2023,15:00:00,39.1,20.9,12.7,10.2
13-04-2023,15:15:00,39.1,20.3,12.2,9.9
13-04-2023,15:30:00,39,20.9,12.7,10.2
13-04-2023,15:45:00,39,21.2,12.8,10.3
13-04-2023,16:00:00,38.8,21,12.6,10.1
13-04-2023,16:15:00,38.7,22.2,13.3,10.6
13-04-2023,16:30:00,38.4,23,13.6,10.8
13-04-2023,16:45:00,37.8,27.1,15.6,12.4
13-04-2023,17:00:00,37.4,28.3,15.9,12.6
13-04-2023,17:15:00,37,29.4,16.2,12.9
13-04-2023,17:30:00,36.6,30.2,16.3,13
13-04-2023,17:45:00,36.4,31.1,16.6,13.2
13-04-2023,18:00:00,35.9,32.5,16.9,13.5
13-04-2023,18:15:00,35.6,33.8,17.2,13.8
13-04-2023,18:30:00,35.3,34.5,17.3,13.9
13-04-2023,18:45:00,34.9,36.1,17.6,14.2
13-04-2023,19:00:00,34.5,37.4,17.8,14.4
13-04-2023,19:15:00,34.2,38.3,18,14.5
13-04-2023,19:30:00,34,38.2,17.7,14.3
13-04-2023,19:45:00,33.8,38.2,17.5,14.2
13-04-2023,20:00:00,33.6,38.7,17.6,14.2
13-04-2023,20:15:00,33.7,38.5,17.6,14.2
13-04-2023,20:30:00,33.4,39.1,17.6,14.2
13-04-2023,20:45:00,33.1,39.8,17.6,14.2
13-04-2023,21:00:00,32.9,39.8,17.4,14.1
13-04-2023,21:15:00,32.7,40.4,17.5,14.2
13-04-2023,21:30:00,32.5,40.4,17.3,14
13-04-2023,21:45:00,32.3,40.9,17.3,14.1
13-04-2023,22:00:00,32.2,40.7,17.2,13.9
13-04-2023,22:15:00,32,40.3,16.8,13.6
13-04-2023,22:30:00,31.9,40.9,17,13.7
13-04-2023,22:45:00,31.7,42.2,17.3,14
13-04-2023,23:00:00,31.7,42.9,17.5,14.2
13-04-2023,23:15:00,31.6,43,17.5,14.2
13-04-2023,23:30:00,31.5,42.6,17.3,14
13-04-2023,23:45:00,31.4,42.9,17.3,14
14-04-2023,00:00:00,31.3,42.4,17,13.8
14-04-2023,00:15:00,31.3,43.6,17.4,14.1
14-04-2023,00:30:00,31.1,44,17.4,14.1
14-04-2023,00:45:00,31,44.5,17.5,14.2
14-04-2023,01:00:00,30.8,45,17.5,14.2
14-04-2023,01:15:00,30.6,45.5,17.5,14.3
14-04-2023,01:30:00,30.4,45.7,17.4,14.2
14-04-2023,01:45:00,30.4,44.4,16.9,13.8
14-04-2023,02:00:00,30.4,44.7,17,13.8
14-04-2023,02:15:00,30.3,43.7,16.6,13.5
14-04-2023,02:30:00,30.2,44.2,16.7,13.6
14-04-2023,02:45:00,30.1,44.1,16.6,13.5
14-04-2023,03:00:00,30.1,44.1,16.5,13.4
14-04-2023,03:15:00,30,43.6,16.3,13.2
14-04-2023,03:30:00,30,43.1,16.1,13.1
14-04-2023,03:45:00,29.9,44.4,16.4,13.4
14-04-2023,04:00:00,29.7,44.2,16.3,13.2
14-04-2023,04:15:00,29.7,44.9,16.5,13.4
14-04-2023,04:30:00,29.6,44.7,16.3,13.2
14-04-2023,04:45:00,29.3,46.1,16.5,13.5
14-04-2023,05:00:00,28.9,47.4,16.6,13.6
14-04-2023,05:15:00,28.7,48.1,16.7,13.6
14-04-2023,05:30:00,28.6,49.5,17,13.9
14-04-2023,05:45:00,28.5,49,16.7,13.7
14-04-2023,06:00:00,28.4,49,16.7,13.6
14-04-2023,06:15:00,28.5,48.7,16.7,13.7
14-04-2023,06:30:00,28.7,49.3,17,13.9
14-04-2023,06:45:00,28.9,51.3,17.8,14.6
14-04-2023,07:00:00,29.2,49.4,17.5,14.4
14-04-2023,07:15:00,29.6,49.1,17.8,14.6
14-04-2023,07:30:00,30,48.1,17.9,14.6
14-04-2023,07:45:00,30.6,47.1,18,14.7
14-04-2023,08:00:00,31.1,44.2,17.5,14.2
14-04-2023,08:15:00,31.7,41.9,17.2,13.9
14-04-2023,08:30:00,32.2,40.6,17.1,13.9
14-04-2023,08:45:00,32.8,39.1,17.1,13.8
14-04-2023,09:00:00,33.3,40.7,18.1,14.7
14-04-2023,09:15:00,33.7,38.3,17.5,14.2
14-04-2023,09:30:00,34.2,32.7,15.5,12.4
14-04-2023,09:45:00,34.7,29.6,14.4,11.5
14-04-2023,10:00:00,35.2,29.1,14.5,11.6
14-04-2023,10:15:00,35.7,29.2,15,12
14-04-2023,10:30:00,36.4,23.4,12.2,9.9
14-04-2023,10:45:00,36.9,21.9,11.6,9.6
14-04-2023,11:00:00,37.1,24.3,13.3,10.7
14-04-2023,11:15:00,37.2,24.8,13.7,11
14-04-2023,11:30:00,37.7,24.4,13.9,11.1
14-04-2023,11:45:00,37.8,25.4,14.6,11.6
14-04-2023,12:00:00,37.8,26.8,15.5,12.3
14-04-2023,12:15:00,38.1,26.2,15.4,12.2
14-04-2023,12:30:00,38.3,26.5,15.7,12.4
14-04-2023,12:45:00,38.4,26.3,15.6,12.4
14-04-2023,13:00:00,38.4,27,16.1,12.7
14-04-2023,13:15:00,38.5,27.7,16.5,13.1
14-04-2023,13:30:00,38.7,25.6,15.5,12.2
14-04-2023,13:45:00,38.6,27,16.2,12.8
14-04-2023,14:00:00,38.6,27.4,16.4,13
14-04-2023,14:15:00,38.5,27.7,16.6,13.1
14-04-2023,14:30:00,38.5,26.4,15.8,12.5
14-04-2023,14:45:00,38.4,26.6,15.9,12.5
14-04-2023,15:00:00,38.4,27.2,16.2,12.8
14-04-2023,15:15:00,38.3,27.4,16.2,12.8
14-04-2023,15:30:00,38.2,27.6,16.3,12.9
14-04-2023,15:45:00,38.1,27.5,16.1,12.7
14-04-2023,16:00:00,38,26.9,15.7,12.4
14-04-2023,16:15:00,37.9,26.8,15.5,12.3
14-04-2023,16:30:00,37.7,27.4,15.7,12.5
14-04-2023,16:45:00,37.5,28,15.9,12.6
14-04-2023,17:00:00,37.3,28.8,16.1,12.8
14-04-2023,17:15:00,37,31,17.1,13.6
14-04-2023,17:30:00,36.7,33.8,18.1,14.6
14-04-2023,17:45:00,36.3,34.4,18.1,14.6
14-04-2023,18:00:00,36.1,34.6,18,14.5
14-04-2023,18:15:00,35.7,35.4,18.1,14.5
14-04-2023,18:30:00,35.5,35.6,17.9,14.4
14-04-2023,18:45:00,35.3,37,18.3,14.8
14-04-2023,19:00:00,35,43.7,20.8,17.3
14-04-2023,19:15:00,34.6,51.1,23,19.8
14-04-2023,19:30:00,34.2,52.4,23,19.8
14-04-2023,19:45:00,33.8,55.7,23.7,20.7
14-04-2023,20:00:00,33.3,60.6,24.6,21.9
14-04-2023,20:15:00,33,62.4,24.9,22.2
14-04-2023,20:30:00,32.8,64.9,25.3,22.8
14-04-2023,20:45:00,32.5,67.5,25.7,23.4
14-04-2023,21:00:00,32.3,69.5,26,23.9
14-04-2023,21:15:00,32.1,71,26.2,24.1
14-04-2023,21:30:00,32,70.8,26,23.9
14-04-2023,21:45:00,31.9,70.3,25.8,23.6
14-04-2023,22:00:00,31.8,70.6,25.8,23.6
14-04-2023,22:15:00,31.7,71.5,25.9,23.7
14-04-2023,22:30:00,31.7,71.5,25.8,23.7
14-04-2023,22:45:00,31.6,72.4,26,23.9
14-04-2023,23:00:00,31.4,73,26,23.9
14-04-2023,23:15:00,31.4,73.5,26.1,24
14-04-2023,23:30:00,31.3,74.1,26.2,24.2
14-04-2023,23:45:00,31.3,74.3,26.2,24.2
15-04-2023,00:00:00,31.2,74.6,26.2,24.2
15-04-2023,00:15:00,31.2,75.2,26.2,24.3
15-04-2023,00:30:00,31.1,75.7,26.3,24.4
15-04-2023,00:45:00,31,76.3,26.3,24.4
15-04-2023,01:00:00,31,77.1,26.5,24.6
15-04-2023,01:15:00,30.8,77.6,26.4,24.6
15-04-2023,01:30:00,30.7,77.7,26.4,24.5
15-04-2023,01:45:00,30.7,78.3,26.5,24.6
15-04-2023,02:00:00,30.6,78.6,26.4,24.6
15-04-2023,02:15:00,30.5,79.1,26.4,24.6
15-04-2023,02:30:00,30.4,79.3,26.4,24.6
15-04-2023,02:45:00,30.3,79.7,26.4,24.6
15-04-2023,03:00:00,30.2,80,26.4,24.5
15-04-2023,03:15:00,30.1,80.3,26.4,24.5
15-04-2023,03:30:00,30.1,80.1,26.3,24.4
15-04-2023,03:45:00,30,80.4,26.3,24.4
15-04-2023,04:00:00,30,80.9,26.3,24.5
15-04-2023,04:15:00,29.9,81.4,26.3,24.5
15-04-2023,04:30:00,29.9,81.1,26.3,24.4
15-04-2023,04:45:00,29.9,81.3,26.3,24.5
15-04-2023,05:00:00,29.8,81.4,26.2,24.4
15-04-2023,05:15:00,29.7,81.7,26.2,24.4
15-04-2023,05:30:00,29.7,81.6,26.2,24.3
15-04-2023,05:45:00,29.6,82,26.3,24.4
15-04-2023,06:00:00,29.6,81.6,26.1,24.3
15-04-2023,06:15:00,29.4,82.2,26.1,24.2
15-04-2023,06:30:00,29.4,82.4,26.1,24.2
15-04-2023,06:45:00,29.4,82.2,26.1,24.2
15-04-2023,07:00:00,29.4,82.8,26.1,24.3
15-04-2023,07:15:00,29.5,82.6,26.2,24.3
15-04-2023,07:30:00,29.6,82.4,26.3,24.5
15-04-2023,07:45:00,29.8,82.5,26.5,24.7
15-04-2023,08:00:00,29.9,82.5,26.6,24.9
15-04-2023,08:15:00,30.2,81.4,26.6,24.9
15-04-2023,08:30:00,30.6,80.9,26.9,25.3
15-04-2023,08:45:00,30.9,80.1,27.1,25.5
15-04-2023,09:00:00,31.2,79.3,27.2,25.7
15-04-2023,09:15:00,31.5,78.2,27.2,25.7
15-04-2023,09:30:00,31.7,77.3,27.2,25.7
15-04-2023,09:45:00,32.1,76.3,27.4,25.9
15-04-2023,10:00:00,32.4,74.6,27.3,25.7
15-04-2023,10:15:00,32.8,73.6,27.5,26
15-04-2023,10:30:00,33.1,71.5,27.2,25.5
15-04-2023,10:45:00,33.4,70,27.2,25.5
15-04-2023,11:00:00,33.8,69.3,27.3,25.7
15-04-2023,11:15:00,34.1,67.3,27.2,25.4
15-04-2023,11:30:00,34.4,65.9,27,25.2
15-04-2023,11:45:00,34.6,64.7,27,25.1
15-04-2023,12:00:00,34.8,64.6,27.1,25.3
15-04-2023,12:15:00,35.1,64,27.2,25.4
15-04-2023,12:30:00,35.3,61.7,26.8,24.8
15-04-2023,12:45:00,35.6,60.1,26.6,24.4
15-04-2023,13:00:00,35.7,59.8,26.6,24.5
15-04-2023,13:15:00,35.8,57.6,26.1,23.7
15-04-2023,13:30:00,36,56.3,25.9,23.4
15-04-2023,13:45:00,36.1,57.5,26.4,24.1
15-04-2023,14:00:00,36,58.5,26.6,24.4
15-04-2023,14:15:00,35.7,59.5,26.5,24.3
15-04-2023,14:30:00,35.6,57.8,25.9,23.5
15-04-2023,14:45:00,35.3,60,26.4,24.1
15-04-2023,15:00:00,35.2,61.6,26.6,24.5
15-04-2023,15:15:00,35.1,62.5,26.9,24.9
15-04-2023,15:30:00,35,62.9,26.9,24.9
15-04-2023,15:45:00,35,63.8,27.1,25.3
15-04-2023,16:00:00,35,63.5,27,25.1
15-04-2023,16:15:00,35,62.8,26.8,24.8
15-04-2023,16:30:00,35,62.9,26.8,24.8
15-04-2023,16:45:00,34.8,63.4,26.8,24.9
15-04-2023,17:00:00,34.7,63.3,26.7,24.7
15-04-2023,17:15:00,34.7,63,26.6,24.5
15-04-2023,17:30:00,34.7,63.4,26.7,24.7
15-04-2023,17:45:00,34.6,64.6,26.9,25
15-04-2023,18:00:00,34.4,65.5,27,25.1
15-04-2023,18:15:00,34.2,65.6,26.9,24.9
15-04-2023,18:30:00,34.1,66,26.8,24.9
15-04-2023,18:45:00,33.9,67.3,27,25.1
15-04-2023,19:00:00,33.6,68.3,27,25.1
15-04-2023,19:15:00,33.4,69.8,27.1,25.3
15-04-2023,19:30:00,33.4,68.9,26.9,25
15-04-2023,19:45:00,33.3,71.6,27.5,25.9
15-04-2023,20:00:00,33.1,73.4,27.7,26.3
15-04-2023,20:15:00,33.3,74.7,28.2,27
15-04-2023,20:30:00,33.2,75.3,28.2,27
15-04-2023,20:45:00,32.9,76.4,28.1,27
15-04-2023,21:00:00,32.9,76.5,28.2,27
15-04-2023,21:15:00,32.6,76.7,28,26.8
15-04-2023,21:30:00,32.6,76.7,27.9,26.7
15-04-2023,21:45:00,32.4,76.5,27.7,26.4
15-04-2023,22:00:00,32.1,76.8,27.5,26.1
15-04-2023,22:15:00,32,76.9,27.5,26
15-04-2023,22:30:00,31.8,77.4,27.4,25.9
15-04-2023,22:45:00,31.7,78,27.4,25.9
15-04-2023,23:00:00,31.6,78.2,27.3,25.8
15-04-2023,23:15:00,31.4,78.7,27.3,25.7
15-04-2023,23:30:00,31.4,78.4,27.1,25.6
15-04-2023,23:45:00,31.3,78.6,27.1,25.5
16-04-2023,00:00:00,31.2,79.3,27.2,25.6
16-04-2023,00:15:00,31,79.6,27.1,25.5
16-04-2023,00:30:00,31,79.2,27,25.4
16-04-2023,00:45:00,31.1,78.3,26.8,25.1
16-04-2023,01:00:00,30.9,78.4,26.7,25
16-04-2023,01:15:00,30.9,78.2,26.7,24.9
16-04-2023,01:30:00,30.9,77.2,26.4,24.6
16-04-2023,01:45:00,30.8,77.7,26.5,24.6
16-04-2023,02:00:00,30.7,77.7,26.4,24.5
16-04-2023,02:15:00,30.6,77.2,26.1,24.2
16-04-2023,02:30:00,30.6,75.5,25.8,23.7
16-04-2023,02:45:00,30.5,75.4,25.7,23.5
16-04-2023,03:00:00,30.5,75.4,25.7,23.5
16-04-2023,03:15:00,30.4,75.5,25.6,23.4
16-04-2023,03:30:00,30.3,75.5,25.5,23.3
16-04-2023,03:45:00,30.4,73.1,25,22.7
16-04-2023,04:00:00,30.3,73.8,25.1,22.8
16-04-2023,04:15:00,30.2,75,25.3,23
16-04-2023,04:30:00,30.1,76.5,25.5,23.3
16-04-2023,04:45:00,30.1,77.5,25.7,23.6
16-04-2023,05:00:00,30.1,78.2,25.8,23.8
16-04-2023,05:15:00,29.9,80,26.1,24.2
16-04-2023,05:30:00,29.9,80.1,26.1,24.2
16-04-2023,05:45:00,29.8,80.7,26.2,24.3
16-04-2023,06:00:00,29.9,81,26.3,24.4
16-04-2023,06:15:00,30,81,26.4,24.6
16-04-2023,06:30:00,30.2,80.9,26.5,24.8
16-04-2023,06:45:00,30.3,80.7,26.6,24.9
16-04-2023,07:00:00,30.5,80.6,26.8,25.1
16-04-2023,07:15:00,30.8,78.7,26.6,24.9
16-04-2023,07:30:00,31.1,78.3,26.9,25.2
16-04-2023,07:45:00,31.5,76.3,26.8,25
16-04-2023,08:00:00,31.9,73.2,26.4,24.5
16-04-2023,08:15:00,32.3,72.8,26.8,25
16-04-2023,08:30:00,32.7,71.9,27,25.2
16-04-2023,08:45:00,33.1,68.3,26.4,24.4
16-04-2023,09:00:00,33.9,61.4,25.5,23
16-04-2023,09:15:00,34.1,59.5,25.1,22.5
16-04-2023,09:30:00,34.5,56.8,24.6,21.9
16-04-2023,09:45:00,34.8,56,24.7,21.9
16-04-2023,10:00:00,35.1,52.6,24,21
16-04-2023,10:15:00,35.5,53.5,24.6,21.7
16-04-2023,10:30:00,35.7,46.4,22.4,19
16-04-2023,10:45:00,35.7,39.9,20,16.4
16-04-2023,10:54:19,35.4,45,21.6,18.1
16-04-2023,11:00:00,35.7,47.7,22.9,19.5
16-04-2023,11:15:00,36.2,48.5,23.6,20.4
16-04-2023,11:30:00,36.4,49.6,24.2,21.1
16-04-2023,11:45:00,36.6,45.5,22.9,19.5
16-04-2023,12:00:00,36.9,42.6,22.1,18.5
16-04-2023,12:15:00,37.4,35.2,19.4,15.7
16-04-2023,12:30:00,37.7,32.4,18.4,14.8
16-04-2023,12:45:00,37.8,32.7,18.6,14.9
16-04-2023,13:00:00,38,31,17.9,14.3
16-04-2023,13:15:00,38.2,30,17.5,14
16-04-2023,13:30:00,38.4,28,16.6,13.2
16-04-2023,13:45:00,38.4,27.6,16.5,13
16-04-2023,14:00:00,38.4,27.9,16.6,13.1
16-04-2023,14:15:00,38.4,27.5,16.4,13
16-04-2023,14:30:00,38.4,26.1,15.6,12.3
16-04-2023,14:45:00,38.5,25.5,15.3,12.1
16-04-2023,15:00:00,38.7,25.8,15.6,12.3
16-04-2023,15:15:00,38.5,28.5,17,13.5
16-04-2023,15:30:00,38.1,33.5,19.2,15.5
16-04-2023,15:45:00,37.9,35.8,20.2,16.5
16-04-2023,16:00:00,37.8,38.8,21.3,17.7
16-04-2023,16:15:00,37.6,38.4,21,17.4
16-04-2023,16:30:00,37.4,38.4,20.8,17.2
16-04-2023,16:45:00,37.2,38.6,20.7,17.1
16-04-2023,17:00:00,37,38.9,20.6,17
16-04-2023,17:15:00,36.7,41.7,21.5,18
16-04-2023,17:30:00,36.4,42.5,21.6,18.1
16-04-2023,17:45:00,36.1,45,22.3,18.8
16-04-2023,18:00:00,36,45,22.2,18.8
16-04-2023,18:15:00,35.9,46.5,22.6,19.3
16-04-2023,18:30:00,35.8,45.2,22.1,18.6
16-04-2023,18:45:00,35.6,50.7,23.8,20.7
16-04-2023,19:00:00,35.2,57.2,25.5,22.9
16-04-2023,19:15:00,34.8,59,25.6,23.1
16-04-2023,19:30:00,34.5,62.7,26.3,24.1
16-04-2023,19:45:00,34.1,64.6,26.5,24.4
16-04-2023,20:00:00,33.9,66.2,26.7,24.7
16-04-2023,20:15:00,33.6,66.4,26.4,24.4
16-04-2023,20:30:00,33.5,66.5,26.4,24.3
16-04-2023,20:45:00,33.3,67.7,26.4,24.4
16-04-2023,21:00:00,33.1,67.9,26.4,24.3
16-04-2023,21:15:00,32.9,68.8,26.4,24.4
16-04-2023,21:30:00,32.8,69.7,26.5,24.5
16-04-2023,21:45:00,32.6,70.7,26.6,24.7
16-04-2023,22:00:00,32.5,71.8,26.7,24.9
16-04-2023,22:15:00,32.4,72.3,26.7,24.9
16-04-2023,22:30:00,32.3,72.8,26.7,24.9
16-04-2023,22:45:00,32.2,73.2,26.8,25
16-04-2023,23:00:00,32.1,73.6,26.8,24.9
16-04-2023,23:15:00,32,74.5,26.9,25.1
16-04-2023,23:30:00,32,74.8,26.9,25.2
16-04-2023,23:45:00,31.9,74.6,26.8,25
17-04-2023,00:00:00,31.8,75.1,26.8,25.1
17-04-2023,00:15:00,31.8,74.5,26.7,24.8
17-04-2023,00:30:00,31.7,75,26.7,25
17-04-2023,00:45:00,31.6,75,26.6,24.8
17-04-2023,01:00:00,31.5,75,26.5,24.6
17-04-2023,01:15:00,31.4,74.7,26.4,24.5
17-04-2023,01:30:00,31.3,74.9,26.3,24.4
17-04-2023,01:45:00,31.2,75.1,26.3,24.4
17-04-2023,02:00:00,31.1,75.5,26.3,24.3
17-04-2023,02:15:00,31.1,75.1,26.2,24.2
17-04-2023,02:30:00,31,75.3,26.1,24.1
17-04-2023,02:45:00,30.9,74.9,26,23.9
17-04-2023,03:00:00,30.9,74.1,25.7,23.6
17-04-2023,03:15:00,30.8,74.2,25.7,23.5
17-04-2023,03:30:00,30.8,73.8,25.6,23.3
17-04-2023,03:45:00,30.7,74.3,25.6,23.4
17-04-2023,04:00:00,30.6,74.4,25.5,23.3
17-04-2023,04:15:00,30.6,74.9,25.6,23.4
17-04-2023,04:30:00,30.5,75.6,25.7,23.5
17-04-2023,04:45:00,30.4,76.3,25.7,23.6
17-04-2023,05:00:00,30.2,76.9,25.7,23.6
17-04-2023,05:15:00,30.1,77.3,25.7,23.6
17-04-2023,05:30:00,30.1,77.5,25.7,23.6
17-04-2023,05:45:00,30,77.3,25.6,23.5
17-04-2023,06:00:00,30.1,76.9,25.6,23.4
17-04-2023,06:15:00,30.2,76.3,25.5,23.4
17-04-2023,06:30:00,30.3,75.1,25.4,23.1
17-04-2023,06:45:00,30.4,74.7,25.4,23.2
17-04-2023,07:00:00,30.6,73.5,25.3,23
17-04-2023,07:15:00,30.8,72.4,25.3,23
17-04-2023,07:30:00,31.1,68.9,24.7,22.2
17-04-2023,07:45:00,31.3,65.8,24.2,21.4
17-04-2023,08:00:00,31.8,62.4,23.7,20.8
17-04-2023,08:15:00,32.2,60.4,23.5,20.6
17-04-2023,08:30:00,32.7,58.6,23.5,20.5
17-04-2023,08:45:00,33.1,52.9,22.2,19
17-04-2023,09:00:00,33.6,50.7,22,18.6
17-04-2023,09:15:00,34.1,50.1,22.2,18.9
17-04-2023,09:30:00,34.6,48.5,22.2,18.8
17-04-2023,09:45:00,35.1,42.3,20.4,16.8
17-04-2023,10:00:00,35.6,41,20.3,16.7
17-04-2023,10:15:00,36,40.8,20.6,17
17-04-2023,10:30:00,36.4,37.4,19.5,15.9
17-04-2023,10:45:00,36.8,38.1,20.1,16.5
17-04-2023,11:00:00,37.2,36.5,19.8,16.1
17-04-2023,11:15:00,37.6,35.8,19.9,16.2
17-04-2023,11:30:00,37.8,35.7,20,16.3
17-04-2023,11:45:00,38,34.9,19.9,16.1
17-04-2023,12:00:00,38.3,34.3,19.8,16
17-04-2023,12:15:00,38.6,32.6,19.3,15.5
17-04-2023,12:30:00,38.7,32.7,19.4,15.7
17-04-2023,12:45:00,39,32,19.3,15.5
17-04-2023,13:00:00,39.1,33.1,19.9,16.1
17-04-2023,13:15:00,39.2,31.8,19.3,15.6
17-04-2023,13:30:00,39.3,32.2,19.6,15.8
17-04-2023,13:45:00,39.3,31.9,19.5,15.7
17-04-2023,14:00:00,39.3,32.7,19.9,16.1
17-04-2023,14:15:00,39.2,32.5,19.7,15.9
17-04-2023,14:30:00,39,33,19.8,16
17-04-2023,14:45:00,39.1,33,19.8,16
17-04-2023,15:00:00,39.1,33.2,20,16.2
17-04-2023,15:15:00,39,34.5,20.5,16.7
17-04-2023,15:30:00,38.8,34.8,20.5,16.8
17-04-2023,15:45:00,38.7,38.2,21.9,18.3
17-04-2023,16:00:00,38.4,41.5,23,19.5
17-04-2023,16:15:00,38.1,41.4,22.7,19.2
17-04-2023,16:30:00,37.9,44.4,23.6,20.3
17-04-2023,16:45:00,37.8,51.4,26.1,23.5
17-04-2023,17:00:00,37.2,54.9,26.5,24.2
17-04-2023,17:15:00,36.9,55.8,26.6,24.3
17-04-2023,17:30:00,36.5,58.4,27,25
17-04-2023,17:45:00,36.2,60,27.2,25.2
17-04-2023,18:00:00,35.8,61.3,27.2,25.2
17-04-2023,18:15:00,35.4,63.1,27.3,25.5
17-04-2023,18:30:00,34.9,64.6,27.2,25.4
17-04-2023,18:45:00,34.5,66.8,27.4,25.7
17-04-2023,19:00:00,34.1,67.8,27.3,25.5
17-04-2023,19:15:00,33.8,68.4,27.1,25.4
17-04-2023,19:30:00,33.5,69.1,27,25.2
17-04-2023,19:45:00,33.2,69.6,26.9,25
17-04-2023,20:00:00,33,70.8,27,25.2
17-04-2023,20:15:00,32.9,71.8,27.1,25.4
17-04-2023,20:30:00,32.6,72.8,27.1,25.4
17-04-2023,20:45:00,32.5,73.5,27.2,25.6
17-04-2023,21:00:00,32.4,75,27.3,25.8
17-04-2023,21:15:00,32.3,76,27.5,26.1
17-04-2023,21:30:00,32.2,76.6,27.6,26.1
17-04-2023,21:45:00,32,77.8,27.6,26.3
17-04-2023,22:00:00,31.9,79.1,27.8,26.5
17-04-2023,22:15:00,31.7,79.4,27.7,26.4
17-04-2023,22:30:00,31.7,79.6,27.7,26.4
17-04-2023,22:45:00,31.6,80.7,27.9,26.7
17-04-2023,23:00:00,31.6,80.7,27.8,26.6
17-04-2023,23:15:00,31.4,80.9,27.7,26.5
17-04-2023,23:30:00,31.5,80.9,27.8,26.6
17-04-2023,23:45:00,31.3,81.4,27.7,26.5
18-04-2023,00:00:00,31.4,81.2,27.7,26.5
18-04-2023,00:15:00,31.4,80.8,27.7,26.4
18-04-2023,00:30:00,31.3,80.9,27.6,26.3
18-04-2023,00:45:00,31.2,81.2,27.6,26.3
18-04-2023,01:00:00,31.1,81.5,27.6,26.3
18-04-2023,01:15:00,31,81.8,27.5,26.2
18-04-2023,01:30:00,30.9,82.1,27.4,26.1
18-04-2023,01:45:00,30.8,81.9,27.3,25.9
18-04-2023,02:00:00,30.9,81.8,27.4,26.1
18-04-2023,02:15:00,30.9,81.7,27.4,26
18-04-2023,02:30:00,30.6,82.6,27.3,25.9
18-04-2023,02:45:00,30.6,83,27.3,26
18-04-2023,03:00:00,30.5,83.4,27.4,26
18-04-2023,03:15:00,30.6,83.1,27.4,26.1
18-04-2023,03:30:00,30.6,83,27.4,26.1
18-04-2023,03:45:00,30.7,82.8,27.4,26.1
18-04-2023,04:00:00,30.7,82.9,27.4,26
18-04-2023,04:15:00,30.6,83.1,27.4,26.1
18-04-2023,04:30:00,30.7,82.7,27.4,26.1
18-04-2023,04:45:00,30.7,82.8,27.4,26.1
18-04-2023,05:00:00,30.7,82.3,27.3,25.9
18-04-2023,05:15:00,30.7,82.5,27.3,25.9
18-04-2023,05:30:00,30.6,82.7,27.3,25.9
18-04-2023,05:45:00,30.6,82.9,27.3,25.9
18-04-2023,06:00:00,30.6,83.1,27.4,26
18-04-2023,06:15:00,30.6,83,27.3,26
18-04-2023,06:30:00,30.6,83.1,27.4,26.1
18-04-2023,06:45:00,30.7,82.7,27.4,26.1
18-04-2023,07:00:00,30.9,82.2,27.5,26.2
18-04-2023,07:15:00,31,81.7,27.5,26.1
18-04-2023,07:30:00,31.1,80.4,27.4,25.9
18-04-2023,07:45:00,31.4,79.9,27.5,26.1
18-04-2023,08:00:00,31.7,79.1,27.6,26.2
18-04-2023,08:15:00,31.9,77.1,27.4,25.9
18-04-2023,08:30:00,32.3,75.7,27.5,26
18-04-2023,08:45:00,32.6,74.3,27.5,25.9
18-04-2023,09:00:00,32.9,72.7,27.3,25.7
